invoice_id,subscription_id,invoice_date,due_date,invoice_amount,tax_amount,payment_status,payment_date,payment_method,record_status,status_reason,payment_status_norm
I0000198,S001496,2025-07-04,2025-07-17,62411.0,3483.03,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000199,S000167,2025-12-28,2026-01-16,71930.76,23578.67,Paid,2025-12-22,Card,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0000200,S001703,2025-12-21,2025-12-30,42378.49,6135.66,Pending,2025-12-28,Bank Transfer,VALID,No issues detected,Pending
I0000201,S000710,2025-01-13,2025-01-20,84805.15,13992.85,Pending,,UPI,VALID,No issues detected,Pending
I0000202,S001585,2024-04-26,2024-05-05,111025.95,12818.57,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000203,S002099,2025-11-06,2025-10-26,29231.89,21597.67,Failed,,,VALID,No issues detected,Failed
I0000204,S000665,2025-01-14,2025-02-04,69246.14,,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000205,S001426,2024-01-20,2024-02-11,94084.22,4399.98,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000206,S002103,2025-03-25,2025-05-09,115964.6,-2829.8,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0000207,S001249,2024-02-18,2024-03-09,-44118.69,15643.11,Pending,2024-03-26,,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Pending
I0000208,S000784,2024-09-13,2024-09-24,26731.44,8114.96,Paid,2024-10-12,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000209,S002354,2025-07-04,2025-07-11,9290.67,16322.75,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000210,S000240,2024-10-24,2024-12-04,51725.14,1985.9,Paid,2024-12-08,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000211,S000073,2024-11-23,2024-12-13,12040.45,15629.17,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000212,S001602,2024-10-23,2024-11-21,52583.56,-3555.92,Paid,2024-10-13,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Payment date earlier than invoice date,Paid
I0000213,S000565,2024-02-10,2024-03-05,115294.66,2779.64,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000214,S001853,2025-10-30,2025-11-09,1985.52,11186.4,Pending,,Wallet,VALID,No issues detected,Pending
I0000215,S001572,2024-08-19,2024-09-18,44280.1,24384.93,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000216,S001418,2024-09-13,2024-09-29,15082.54,3843.86,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000217,S001625,2024-10-02,2024-11-13,83089.61,23687.96,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000218,S001057,2024-12-12,2024-12-26,,-895.23,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing invoice_amount,Failed
I0000219,S002184,2025-11-09,2025-11-28,15949.27,-3181.28,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0000220,S001587,2025-11-14,2025-11-22,16070.2,7410.41,Paid,2026-01-02,Bank Transfer,VALID,No issues detected,Paid
I0000221,S001537,2025-07-03,2025-07-30,85712.12,9699.46,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000222,S000404,2025-11-14,2025-12-11,16187.73,23669.65,Paid,2025-12-31,Bank Transfer,VALID,No issues detected,Paid
I0000223,S000286,2025-08-27,2025-09-13,36493.8,16967.87,Pending,,,VALID,No issues detected,Pending
I0000224,S000866,2024-01-02,2024-02-06,18484.2,-1891.96,Paid,2024-01-27,Card,INVALID,Negative tax_amount,Paid
I0000225,S000589,2025-03-08,2025-04-16,19884.2,23401.28,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000226,S002309,2024-05-18,2024-05-30,56966.06,13742.91,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0000227,S000584,2024-10-28,2024-11-05,,5520.56,,,,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount; Missing payment_status,Nan
I0000228,S000525,2024-08-26,2024-09-29,30994.31,20710.47,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000229,S001414,2024-08-13,2024-09-20,118571.87,19184.73,Failed,,,VALID,No issues detected,Failed
I0000230,S001560,2025-09-14,2025-10-10,70587.49,5680.65,Refunded,,Card,VALID,No issues detected,Refunded
I0000231,S000528,2024-03-12,2024-04-08,51688.4,2691.57,Paid,2024-04-04,UPI,VALID,No issues detected,Paid
I0000232,S000541,2025-04-08,2025-05-02,29063.09,17361.64,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000233,S001511,2024-11-04,2024-10-25,113967.45,14621.56,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000234,S000482,2025-05-29,2025-06-24,63459.23,8251.66,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000235,S000361,2025-10-26,2025-11-12,,1538.07,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Failed
I0000236,S000851,2024-04-21,2024-05-13,4822.99,15993.6,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000237,S001310,2024-12-27,2025-01-05,41359.43,,,2025-02-02,,SUSPICIOUS,Missing payment_status,Nan
I0000238,S000675,2024-03-05,2024-04-02,85637.92,11050.93,Failed,,Card,VALID,No issues detected,Failed
I0000239,S000489,2025-04-05,2025-04-27,54835.04,23925.81,Refunded,,Wallet,VALID,No issues detected,Refunded
,S002396,2025-02-11,2025-02-23,119570.51,-57.14,,,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
,S001680,2024-08-26,2024-10-06,4494.69,2981.48,Failed,,UPI,INVALID,Missing invoice_id,Failed
I0000242,S001110,2025-08-25,2025-10-09,4366.36,-646.24,Paid,2025-11-02,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0000243,S001335,2024-12-01,2025-01-13,108366.79,8354.7,,2025-02-07,Bank Transfer,SUSPICIOUS,Missing payment_status,Nan
I0000244,S001614,2024-08-29,2024-08-26,53024.79,765.09,Paid,2024-11-03,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000245,S000302,2024-03-31,2024-05-08,118102.58,7833.82,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000246,S002032,2024-12-19,2025-02-02,52763.42,-4202.52,,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0000247,S001637,2025-01-06,2025-01-22,103174.98,11974.26,Pending,,Bank Transfer,VALID,No issues detected,Pending
I0000248,S000703,2024-02-08,2024-01-24,31334.48,21762.41,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000249,S001330,2024-02-21,2024-04-03,4970.87,14718.84,Pending,,Bank Transfer,VALID,No issues detected,Pending
I0000250,S001296,2026-01-23,2026-02-24,32140.32,1725.3,Paid,2026-04-03,Card,VALID,No issues detected,Paid
I0000251,S001340,2025-12-11,2026-01-15,102874.31,18590.26,Paid,2025-12-31,UPI,VALID,No issues detected,Paid
I0000252,S000437,2024-03-21,2024-04-07,115501.1,,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0000253,S001438,2024-08-02,2024-08-28,72831.71,15914.68,Paid,2024-07-28,UPI,INVALID,Payment date earlier than invoice date,Paid
I0000254,S000858,2025-10-24,2025-11-29,43026.99,8101.92,Refunded,,Wallet,VALID,No issues detected,Refunded
I0000255,S002377,2024-05-26,2024-06-16,31489.63,8369.21,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000256,S000597,2024-09-13,2024-10-26,30826.25,23055.62,Paid,2024-09-22,,VALID,No issues detected,Paid
,S000560,2025-09-22,2025-10-07,50423.63,2507.16,Paid,2025-10-19,Bank Transfer,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Paid
I0000258,S000973,2025-02-08,2025-03-22,68680.62,-931.36,Paid,2025-03-20,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0000259,S002087,2024-04-12,2024-05-07,44646.69,14840.39,Paid,2024-04-11,Card,INVALID,Payment date earlier than invoice date,Paid
I0000260,S001302,2025-09-02,2025-10-17,84836.61,22226.87,Refunded,,UPI,VALID,No issues detected,Refunded
I0000261,S000994,2024-01-23,2024-02-08,88508.05,7889.62,Paid,2024-02-04,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000262,S001124,2025-12-24,2026-01-31,89229.76,9791.15,Pending,,Bank Transfer,VALID,No issues detected,Pending
I0000263,S001023,2026-01-10,2026-02-08,80723.51,1176.53,Pending,2026-02-20,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000264,S001315,2024-02-23,2024-04-06,56852.56,19141.05,Failed,2024-04-20,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000265,S000945,2024-11-09,2024-12-06,33168.98,17654.41,Pending,,,VALID,No issues detected,Pending
I0000266,S000904,2026-01-21,2026-03-01,76551.87,6970.79,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000267,S001084,2025-05-07,2025-06-18,45909.0,8120.42,Refunded,,Card,VALID,No issues detected,Refunded
I0000268,S001396,2025-07-24,2025-08-05,27151.3,10829.53,Failed,,UPI,VALID,No issues detected,Failed
I0000269,S000132,2026-01-20,2026-03-02,26433.94,3390.3,Pending,2026-02-18,,VALID,No issues detected,Pending
I0000270,S001154,2024-05-12,2024-06-03,100852.23,13274.09,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000271,S001514,2025-04-08,2025-05-16,-20640.71,14771.22,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Failed
I0000272,S002324,2025-08-31,2025-09-27,-72725.54,22200.04,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Pending
I0000273,S001434,2024-05-02,2024-05-29,113902.45,-983.75,Refunded,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0000274,S001434,2024-06-21,2024-07-01,90224.22,12409.51,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
,S000852,2025-10-19,2025-11-11,2714.02,17090.73,,2025-12-21,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000276,S002010,2025-11-27,2025-12-30,30643.4,9615.33,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000277,S000570,2025-12-31,2026-01-18,21795.63,,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0000278,S001850,2024-06-12,2024-07-01,81462.35,,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000279,S001100,2025-05-08,2025-05-18,109832.67,1057.09,Paid,2025-05-15,Card,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000280,S001483,2025-09-02,2025-09-24,27779.48,7307.61,Paid,2025-09-04,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000281,S000541,2025-05-02,2025-06-04,87966.12,8482.12,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000282,S002004,2025-02-25,2025-04-01,80484.03,,Refunded,,Wallet,VALID,No issues detected,Refunded
I0000283,S001840,2024-06-04,2024-07-18,96054.35,24230.09,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000284,S000041,2024-03-26,2024-05-05,103414.78,13379.35,Failed,,,VALID,No issues detected,Failed
I0000285,S000511,2024-07-17,2024-08-05,92635.23,3034.67,,2024-08-04,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000286,S000674,2025-07-10,2025-08-16,17484.04,2811.21,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000287,S000365,2025-10-04,2025-11-02,99456.68,858.56,Paid,2025-10-05,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000288,S000674,2024-03-02,2024-03-20,30674.85,12576.92,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000289,S001129,2025-12-23,2026-01-03,46391.74,20334.26,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000290,S001585,2024-10-08,2024-10-22,83138.56,-2277.09,,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0000291,S001811,2025-05-30,2025-06-09,19596.65,9429.84,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000292,S000830,2024-09-01,2024-08-27,24463.84,24515.21,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000293,S001024,2025-05-13,2025-06-23,,11242.93,,2025-05-21,,SUSPICIOUS,Missing invoice_amount; Missing payment_status,Nan
I0000294,S001024,2024-06-26,2024-08-01,59506.6,3838.79,Paid,2024-07-05,Bank Transfer,VALID,No issues detected,Paid
I0000295,S001420,2024-07-20,2024-08-03,114698.27,,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000296,S000581,2024-03-11,2024-03-18,32363.62,,Refunded,2024-04-18,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000297,S000418,2025-04-02,2025-05-12,65677.03,19351.18,Paid,2025-05-05,Wallet,VALID,No issues detected,Paid
I0000298,S000775,2024-06-25,2024-07-11,,21723.91,,,Card,SUSPICIOUS,Missing invoice_amount; Missing payment_status,Nan
I0000299,S000442,2024-04-11,2024-04-22,118765.49,23071.91,Failed,2024-05-10,Card,VALID,No issues detected,Failed
I0000300,S001730,2025-03-03,2025-03-25,72807.61,7499.48,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000301,S000988,2024-11-10,2024-12-06,62621.37,16385.05,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000302,S000782,2025-07-24,2025-08-06,102044.51,4304.45,Failed,,Card,VALID,No issues detected,Failed
I0000303,S001177,2025-11-24,2025-12-24,18389.86,-1461.36,Refunded,,Bank Transfer,INVALID,Negative tax_amount,Refunded
I0000304,S002291,2025-12-05,2025-12-20,-54871.49,9486.68,Paid,2025-11-25,,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount; Payment date earlier than invoice date,Paid
I0000305,S000286,2025-11-29,2025-12-15,37199.38,10469.3,Pending,,UPI,VALID,No issues detected,Pending
I0000306,S000173,2025-11-06,2025-12-05,68101.06,-4796.07,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0000307,S000221,2025-11-20,2025-12-17,85796.6,,Paid,2025-11-22,Bank Transfer,VALID,No issues detected,Paid
I0000308,S000976,2024-04-21,2024-04-15,93009.46,14196.14,Refunded,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000309,S001833,2025-09-30,2025-10-18,91130.76,11582.19,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000310,S000244,2024-01-17,2024-02-24,1741.58,5074.44,Refunded,2024-02-16,Card,VALID,No issues detected,Refunded
I0000311,S002321,2024-07-07,2024-08-08,91385.65,18809.58,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000312,S000606,2025-03-18,2025-04-24,103923.94,7122.8,Paid,2025-03-20,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0000313,S001406,2024-03-10,2024-04-01,114532.35,23243.71,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000314,S000633,2025-12-11,2026-01-15,50678.35,5920.34,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000315,S001416,2024-05-18,2024-06-15,77818.88,1682.15,Failed,,Bank Transfer,VALID,No issues detected,Failed
I0000316,S002078,2025-11-15,2025-12-22,24093.73,11895.24,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0000317,S000005,2024-06-09,2024-05-28,12909.0,1111.16,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0000318,S000559,2024-02-09,2024-03-06,6874.74,5095.05,Refunded,,Wallet,VALID,No issues detected,Refunded
I0000319,S001698,2025-12-26,2025-12-22,28174.33,23400.8,Failed,,,VALID,No issues detected,Failed
I0000320,S002198,2024-02-28,2024-04-04,80943.21,2219.68,Refunded,,Card,VALID,No issues detected,Refunded
I0000321,S001099,2025-03-31,2025-03-30,94113.19,-1530.86,Refunded,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0000322,S000446,2024-04-06,2024-04-20,83203.97,-1322.12,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
,S002123,2025-03-04,2025-03-11,33332.7,10482.6,,,Bank Transfer,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0000324,S001025,2025-01-18,2025-02-05,100965.87,,Failed,,UPI,VALID,No issues detected,Failed
I0000325,S001138,2024-11-02,2024-11-12,51451.23,22339.92,Refunded,,UPI,VALID,No issues detected,Refunded
I0000326,S001848,2024-10-19,2024-11-11,109731.59,5030.57,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0000327,S002322,2025-04-25,2025-05-18,61964.93,9163.31,Pending,,Wallet,VALID,No issues detected,Pending
I0000328,S001060,2025-01-29,2025-03-02,20346.05,20209.24,Pending,2025-04-14,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0000329,S000801,2025-03-10,2025-04-24,105220.86,,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
