case_id,customer_id,opened_date,closed_date,priority,case_type,case_status,resolution_hours,csat_score,refund_requested,record_status,status_reason,case_status_norm
CS000180,C00570,2024-08-01,2024-08-07 15:00:00,,Billing,,,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
,C00212,2025-06-11,2025-06-19 21:00:00,,Data Issue,Open,-90.0,5.0,,INVALID,Missing case_id; Support case references customer not in subscriptions; Negative resolution_hours,Open
,C00265,2024-07-31,2024-08-05 14:00:00,Medium,,Escalated,-78.0,5.0,,INVALID,Missing case_id; Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS000183,C01152,2024-02-11,2024-03-08 19:00:00,Medium,Cancellation,Pending,,,,INVALID,Support case references customer not in subscriptions,Pending
CS000184,C00921,2025-06-17,2025-07-18 04:00:00,Low,Billing,Pending,,4.0,Y,VALID,No issues detected,Pending
CS000185,C00468,2026-01-16,2026-02-05 15:00:00,Low,Cancellation,Escalated,-52.0,1.0,Y,INVALID,Negative resolution_hours,Escalated
CS000186,C00943,2025-06-28,2025-07-29 04:00:00,,Cancellation,,,0.0,Y,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS000187,C00675,2024-08-17,,Medium,Billing,Open,,,Y,VALID,No issues detected,Open
CS000188,C00284,2025-12-02,2025-11-30 00:00:00,Low,Data Issue,Closed,-43.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours,Closed
CS000189,C01712,2025-05-11,2025-05-11 06:00:00,,Cancellation,Escalated,919.0,6.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS000190,C00293,2024-10-20,2024-11-01 12:00:00,Low,Cancellation,Closed,,3.0,N,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS000191,C00110,2024-08-29,2024-09-17 20:00:00,High,Cancellation,Open,-39.0,4.0,,INVALID,Negative resolution_hours,Open
CS000192,C01045,2024-02-21,2024-03-09 20:00:00,Low,Billing,Escalated,-93.0,4.0,,INVALID,Negative resolution_hours,Escalated
CS000193,C00097,2024-11-11,2024-11-07 00:00:00,Low,Data Issue,Pending,-82.0,3.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours,Pending
CS000194,C00471,2025-10-04,2025-10-11 08:00:00,,,Escalated,-41.0,6.0,N,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS000195,C01129,2025-05-24,2025-06-21 02:00:00,Low,Billing,Open,-14.0,2.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS000196,C00150,2025-08-11,2025-09-19 20:00:00,Critical,Cancellation,Closed,-7.0,3.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000197,C01516,2025-09-10,2025-09-15 17:00:00,,Access,,96.0,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS000198,C01613,2025-04-20,,High,Technical,Closed,131.0,3.0,N,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
,C01053,2024-08-10,2024-09-07 01:00:00,Critical,Technical,Closed,,7.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS000200,C01144,2025-12-09,2026-01-09 21:00:00,Medium,Cancellation,Pending,,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
,C00108,2026-01-30,2026-02-15 14:00:00,Medium,Data Issue,Pending,,7.0,N,INVALID,Missing case_id; CSAT score outside 1-5 range,Pending
CS000202,C00979,2026-01-10,2026-01-16 12:00:00,,Billing,Pending,859.0,2.0,N,INVALID,Support case references customer not in subscriptions,Pending
CS000203,C00814,2025-02-04,2025-03-02 15:00:00,Critical,Data Issue,Escalated,,2.0,N,INVALID,Support case references customer not in subscriptions,Escalated
CS000204,C00423,2024-08-18,,Critical,Access,Closed,-80.0,2.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Closed case missing closure date/resolution hours,Closed
CS000205,C01083,2024-04-29,2024-06-05 18:00:00,,,Closed,,7.0,,INVALID,CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS000206,C01369,2024-09-16,,Low,Access,Escalated,-8.0,,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS000207,C01381,2024-02-29,,Medium,,Open,,2.0,,INVALID,Support case references customer not in subscriptions,Open
CS000208,C00447,2026-01-27,2026-02-10 18:00:00,Critical,Access,Escalated,-28.0,7.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS000209,C99999,2024-03-23,2024-03-31 17:00:00,Low,Technical,Escalated,-68.0,,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS000210,C00138,2025-01-25,2025-01-24 00:00:00,Low,Access,Closed,708.0,4.0,,INVALID,Closed date earlier than opened date,Closed
CS000211,C00094,2025-10-24,2025-11-17 16:00:00,Critical,Access,Closed,-32.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000212,C00648,2024-11-08,,High,,Pending,-23.0,1.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS000213,C00843,2024-10-30,2024-10-29 00:00:00,,Billing,Pending,-64.0,4.0,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours,Pending
CS000214,C00245,2024-02-08,2024-03-16 12:00:00,Medium,Data Issue,,-37.0,0.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS000215,C00525,2025-07-04,2025-07-24 05:00:00,Critical,Access,Escalated,-78.0,3.0,,INVALID,Negative resolution_hours,Escalated
CS000216,C01217,2025-10-21,2025-11-27 19:00:00,Critical,Billing,Pending,-24.0,0.0,N,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS000217,C01419,2025-07-29,2025-08-30 16:00:00,Low,Cancellation,Open,,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS000218,C01127,2024-08-21,2024-09-06 22:00:00,,Technical,Closed,-96.0,4.0,N,INVALID,Negative resolution_hours,Closed
CS000219,C01227,2025-06-05,2025-06-16 01:00:00,Low,Access,Pending,-96.0,5.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS000220,C01108,2024-10-18,2024-11-07 23:00:00,Medium,Cancellation,Closed,649.0,1.0,,VALID,No issues detected,Closed
CS000221,C01198,2025-04-24,,High,Access,Closed,-35.0,7.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS000222,C01296,2024-08-31,2024-09-12 16:00:00,,Billing,Closed,-30.0,5.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000223,C01746,2025-11-24,2025-12-22 16:00:00,Critical,,Open,,1.0,Y,VALID,No issues detected,Open
CS000224,C00731,2024-03-22,,High,Billing,,-25.0,1.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS000225,C01036,2025-02-18,2025-02-12 00:00:00,Low,Data Issue,Escalated,318.0,4.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Escalated
CS000226,C01763,2024-04-08,2024-04-15 05:00:00,High,Billing,Open,935.0,1.0,N,VALID,No issues detected,Open
CS000227,C01274,2025-04-28,2025-04-19 00:00:00,Critical,Technical,Escalated,,4.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Escalated
CS000228,C00246,2025-12-03,2025-11-27 00:00:00,Critical,Data Issue,Closed,740.0,2.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Closed
CS000229,C01295,2024-10-09,2024-11-05 23:00:00,Medium,Technical,Open,-96.0,2.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS000230,C01543,2024-09-25,2024-11-02 02:00:00,,,,951.0,7.0,Y,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS000231,C00902,2025-07-10,2025-08-15 09:00:00,Low,Access,Pending,-92.0,2.0,Y,INVALID,Negative resolution_hours,Pending
CS000232,C00643,2025-03-12,2025-04-12 20:00:00,,Billing,,-74.0,0.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS000233,C00623,2025-08-29,2025-09-22 09:00:00,High,,Open,-37.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS000234,C01318,2024-09-06,2024-10-02 16:00:00,Low,Data Issue,Pending,210.0,5.0,,VALID,No issues detected,Pending
CS000235,C00958,2025-02-11,2025-02-16 03:00:00,Critical,Billing,Closed,886.0,5.0,Y,VALID,No issues detected,Closed
CS000236,C00982,2024-10-20,2024-10-25 07:00:00,Low,,,,1.0,N,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS000237,C00679,2025-01-23,2025-01-26 23:00:00,,Technical,,169.0,,Y,SUSPICIOUS,Missing case_status,Nan
CS000238,C01032,2024-03-21,2024-04-12 06:00:00,Low,Billing,Open,869.0,7.0,,INVALID,CSAT score outside 1-5 range,Open
CS000239,C00499,2024-01-13,2024-02-02 18:00:00,Critical,Data Issue,Escalated,-38.0,3.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS000240,C00709,2025-07-26,2025-08-04 05:00:00,Medium,Cancellation,Closed,-20.0,1.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000241,C01248,2025-09-05,2025-10-05 14:00:00,High,Cancellation,,792.0,2.0,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS000242,C01586,2025-05-01,2025-05-04 12:00:00,Low,Technical,,-32.0,6.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS000243,C00265,2025-02-02,2025-03-04 12:00:00,Critical,Technical,Pending,-77.0,5.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS000244,C00152,2026-01-14,2026-01-21 08:00:00,Medium,,Closed,-17.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS000245,C00057,2025-05-25,,High,Technical,Open,-74.0,2.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS000246,C01373,2025-01-15,2025-02-22 08:00:00,High,Cancellation,Open,,1.0,Y,INVALID,Support case references customer not in subscriptions,Open
CS000247,C00345,2025-07-21,,High,Technical,Open,,5.0,N,INVALID,Support case references customer not in subscriptions,Open
,C00441,2025-05-04,2025-05-30 23:00:00,Critical,,Escalated,,0.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS000249,C01360,2024-07-24,2024-08-16 13:00:00,Low,Technical,Escalated,,5.0,N,INVALID,Support case references customer not in subscriptions,Escalated
CS000250,C00629,2025-06-27,2025-06-17 00:00:00,Low,Technical,Open,,5.0,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Open
CS000251,C01089,2025-01-19,2025-02-13 18:00:00,Low,Cancellation,Open,-26.0,5.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS000252,C00970,2024-12-27,,Low,Billing,Escalated,697.0,6.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS000253,C00448,2024-03-19,2024-03-29 16:00:00,Critical,Data Issue,,108.0,2.0,N,SUSPICIOUS,Missing case_status,Nan
CS000254,C00859,2025-02-26,2025-03-01 01:00:00,Critical,Cancellation,Open,88.0,7.0,N,INVALID,CSAT score outside 1-5 range,Open
CS000255,C01174,2026-01-24,2026-02-25 02:00:00,,,Pending,87.0,2.0,,INVALID,Support case references customer not in subscriptions,Pending
CS000256,C01285,2024-02-09,2024-03-03 13:00:00,Low,Access,,-91.0,4.0,,INVALID,Negative resolution_hours; Missing case_status,Nan
,C00408,2026-01-24,,Low,Data Issue,Escalated,-38.0,6.0,N,INVALID,Missing case_id; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS000258,C00574,2026-01-04,2026-01-30 10:00:00,Low,Data Issue,Open,,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS000259,C01507,2024-03-10,2024-03-06 00:00:00,Low,Access,Escalated,-66.0,5.0,N,INVALID,Closed date earlier than opened date; Negative resolution_hours,Escalated
CS000260,C01713,2024-01-18,2024-01-28 22:00:00,Critical,Cancellation,Escalated,,7.0,,INVALID,CSAT score outside 1-5 range,Escalated
CS000261,C00159,2026-01-22,2026-03-02 18:00:00,,Technical,Closed,612.0,7.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS000262,C01415,2024-12-16,2024-12-20 20:00:00,Medium,,Escalated,464.0,5.0,,VALID,No issues detected,Escalated
CS000263,C00724,2024-01-03,2024-01-27 22:00:00,Medium,Data Issue,,-91.0,0.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS000264,C00192,2024-01-05,2024-02-06 10:00:00,,Billing,Pending,-43.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS000265,C00470,2024-01-18,2024-02-20 07:00:00,Low,,,17.0,1.0,N,SUSPICIOUS,Missing case_status,Nan
CS000266,C01341,2025-08-04,2025-09-09 12:00:00,Low,Cancellation,Open,835.0,6.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS000267,C01556,2026-01-23,,Low,Cancellation,,,7.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
,C01165,2025-09-24,2025-10-23 15:00:00,,Cancellation,Escalated,737.0,1.0,,INVALID,Missing case_id,Escalated
CS000269,C00953,2024-05-20,,Low,Cancellation,,,1.0,N,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS000270,C00434,2024-10-26,2024-10-18 00:00:00,Low,Billing,,572.0,7.0,Y,INVALID,Closed date earlier than opened date; CSAT score outside 1-5 range; Missing case_status,Nan
CS000271,C00943,2025-10-21,,Critical,,Open,,0.0,Y,INVALID,CSAT score outside 1-5 range,Open
CS000272,C00808,2024-10-16,2024-11-09 11:00:00,Critical,Billing,,542.0,4.0,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS000273,C01689,2024-03-25,2024-04-26 02:00:00,Low,Billing,,-70.0,7.0,,INVALID,Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS000274,C00913,2024-12-01,2024-11-25 00:00:00,Critical,Access,Closed,-39.0,7.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS000275,C00119,2025-06-15,2025-06-21 23:00:00,Critical,,Closed,70.0,0.0,Y,INVALID,CSAT score outside 1-5 range,Closed
CS000276,C01194,2025-09-27,,,,Escalated,707.0,3.0,Y,VALID,No issues detected,Escalated
CS000277,C00379,2025-10-05,2025-11-07 11:00:00,Medium,Billing,Pending,,3.0,Y,VALID,No issues detected,Pending
CS000278,C01417,2024-05-21,2024-06-14 18:00:00,Critical,Data Issue,Closed,,6.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS000279,C01623,2024-05-29,,,Cancellation,Pending,833.0,,N,INVALID,Support case references customer not in subscriptions,Pending
CS000280,C01625,2025-11-28,,,Access,,,7.0,N,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
CS000281,C00205,2024-07-30,,Low,,Open,793.0,0.0,N,INVALID,CSAT score outside 1-5 range,Open
CS000282,C00110,2025-03-22,2025-03-29 14:00:00,,Billing,Pending,100.0,6.0,N,INVALID,CSAT score outside 1-5 range,Pending
CS000283,C01737,2024-02-14,2024-03-21 08:00:00,,,Open,184.0,3.0,Y,INVALID,Support case references customer not in subscriptions,Open
CS000284,C01113,2024-12-19,2024-12-15 00:00:00,Low,Technical,Open,678.0,2.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Open
CS000285,C00428,2025-07-30,2025-08-07 17:00:00,Critical,Technical,Closed,648.0,4.0,N,INVALID,Support case references customer not in subscriptions,Closed
CS000286,C00582,2025-07-05,2025-07-27 03:00:00,,Technical,Pending,,4.0,,INVALID,Support case references customer not in subscriptions,Pending
CS000287,C00777,2024-08-30,2024-08-31 04:00:00,Medium,,Escalated,933.0,6.0,,INVALID,CSAT score outside 1-5 range,Escalated
CS000288,C01539,2025-09-30,,Medium,Technical,Open,,1.0,Y,VALID,No issues detected,Open
