subscription_id,customer_id,region,plan_name,signup_date,renewal_date,monthly_fee,discount_pct,auto_renew,subscription_status,sales_channel,record_status,status_reason,subscription_status_norm
S000203,C00321,East,Basic,2025-10-23,2026-05-15,30196.98,37.0,,Active,Marketplace,VALID,No issues detected,Active
S000204,C00159,East,Basic,2025-08-29,2026-04-05,54814.0,145.0,N,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S000205,C00098,East,Basic,2025-07-02,2026-02-20,26470.41,2.0,,,,SUSPICIOUS,Missing subscription_status,Nan
S000206,C00357,West,Enterprise,2025-04-05,2026-03-25,55030.49,44.0,,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
S000207,C01667,South,Basic,2024-07-29,,-44929.39,115.0,,,Partner,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000208,C00624,South,Growth,2025-05-16,2026-01-18,3634.12,-3.0,Y,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000209,C00188,West,,2024-02-23,2025-01-18,78183.74,0.0,N,Expired,Partner,VALID,No issues detected,Expired
S000210,C01589,South,Pro,2024-12-03,,77709.58,0.0,Y,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S000211,C01321,East,Pro,2025-04-03,2025-07-02,,-9.0,,Trial,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Trial
S000212,C00133,,Basic,2024-06-19,2024-05-29,14288.8,-20.0,,Cancelled,,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Cancelled
S000213,C01032,East,Basic,2024-01-17,2024-02-23,73435.95,0.0,Y,Cancelled,Partner,VALID,No issues detected,Cancelled
S000214,C00538,East,Enterprise,2024-04-22,2024-11-28,29561.68,-18.0,Y,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
,C01477,Central,Pro,2024-04-15,2024-03-21,31640.24,0.0,Y,Active,Marketplace,INVALID,Missing subscription_id; Renewal date earlier than signup date,Active
S000216,C00439,East,Basic,2024-07-15,2025-01-08,49476.85,33.0,N,Trial,Website,VALID,No issues detected,Trial
S000217,C01696,,Basic,2024-06-04,2025-07-16,32938.19,-16.0,Y,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000218,C00623,East,Pro,2024-03-26,2024-03-03,-14785.73,0.0,Y,Active,Marketplace,INVALID,Renewal date earlier than signup date; Negative monthly_fee,Active
S000219,C01545,East,,2025-05-30,2025-06-21,54526.12,101.0,N,Active,,INVALID,Discount_pct outside 0-100 range,Active
,C00867,South,Growth,2025-10-11,2026-07-17,72235.79,-5.0,,,Partner,INVALID,Missing subscription_id; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000221,C01444,,Enterprise,2025-08-07,2025-09-06,,69.0,N,Active,Website,SUSPICIOUS,Missing monthly_fee,Active
S000222,C00669,South,Pro,2025-11-11,2026-08-28,19529.79,0.0,,Cancelled,Website,VALID,No issues detected,Cancelled
S000223,C00893,,Enterprise,2024-03-16,2024-11-21,70068.66,50.0,,Expired,Marketplace,VALID,No issues detected,Expired
S000224,C01512,West,Basic,2025-09-26,2026-05-17,7716.24,38.0,,Expired,Partner,VALID,No issues detected,Expired
S000225,C00131,,,2024-06-05,2024-07-03,22444.15,-16.0,,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S000226,C00894,South,,2024-02-29,2024-02-12,34590.33,130.0,N,Cancelled,Partner,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Cancelled
S000227,C00945,West,Pro,2025-01-25,2025-12-08,5067.09,141.0,Y,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S000228,C01600,South,Growth,2025-03-11,2025-12-08,17611.12,-28.0,N,Active,Website,INVALID,Discount_pct outside 0-100 range,Active
S000229,C01613,West,Growth,2025-06-12,2025-05-28,,0.0,,Active,Partner,INVALID,Renewal date earlier than signup date; Missing monthly_fee,Active
S000230,C01184,South,,2024-10-27,2025-01-05,74507.96,137.0,N,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S000231,,East,,2024-02-18,2024-08-05,59892.21,-9.0,,Cancelled,Marketplace,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Cancelled
S000232,C00249,Central,Pro,2024-10-10,2025-06-11,21355.66,-26.0,Y,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S000233,C00857,Central,Pro,2025-03-07,2025-06-28,10946.63,152.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S000234,C01649,South,Enterprise,2024-07-21,2024-12-23,49192.46,0.0,N,,Partner,SUSPICIOUS,Missing subscription_status,Nan
,C00642,Central,,2024-10-06,2025-09-30,2000.02,0.0,,Expired,Inside Sales,INVALID,Missing subscription_id,Expired
S000236,C01460,North,,2024-10-02,2025-03-20,67697.45,0.0,N,,Website,SUSPICIOUS,Missing subscription_status,Nan
S000237,C00242,,Growth,2024-11-30,2025-04-08,,61.0,,Expired,,SUSPICIOUS,Missing monthly_fee,Expired
S000238,C00280,,Growth,2024-12-22,2025-05-11,,-30.0,Y,Cancelled,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S000239,C00339,South,Pro,2024-10-27,,59698.74,152.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S000240,C01612,West,Enterprise,2024-12-16,2024-10-20,-70047.98,1.0,,Cancelled,Partner,INVALID,Renewal date earlier than signup date; Negative monthly_fee,Cancelled
S000241,C00649,East,Pro,2025-01-01,2025-06-27,53270.84,13.0,N,Active,Website,VALID,No issues detected,Active
S000242,C00457,East,,2025-08-09,2026-03-13,17985.06,58.0,,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S000243,C00434,Central,,2025-04-22,2025-05-09,62662.51,0.0,N,Trial,Inside Sales,VALID,No issues detected,Trial
S000244,C01765,,Basic,2025-02-12,2025-04-02,51476.75,0.0,N,Cancelled,,VALID,No issues detected,Cancelled
S000245,C00918,North,Enterprise,2025-11-25,2026-04-26,,-6.0,Y,,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000246,C00728,East,Enterprise,2024-10-08,2024-10-03,59972.82,160.0,Y,Cancelled,Inside Sales,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Cancelled
S000247,C00929,West,Growth,2024-12-23,2025-03-15,74604.98,-20.0,N,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S000248,C00547,South,Enterprise,2024-07-27,2024-11-01,,133.0,N,Expired,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S000249,C00374,North,Growth,2025-03-10,2025-04-05,35963.38,-25.0,,Active,,INVALID,Discount_pct outside 0-100 range,Active
S000250,C01599,South,,2024-03-06,2024-09-27,,0.0,Y,,Website,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S000251,C00405,South,,2025-07-28,2026-02-24,22431.63,-8.0,,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S000252,C01577,North,Growth,2024-10-21,2025-06-23,34432.78,0.0,N,Trial,,VALID,No issues detected,Trial
S000253,C00765,Central,,2025-08-29,,46533.33,60.0,Y,Trial,Partner,VALID,No issues detected,Trial
S000254,C00422,North,,2024-08-31,2025-08-06,3220.33,-18.0,Y,Active,,INVALID,Discount_pct outside 0-100 range,Active
S000255,C01002,,Enterprise,2025-03-07,2025-10-14,65838.65,102.0,N,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S000256,C01215,East,Enterprise,2025-04-14,,68671.48,64.0,Y,Active,Website,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
S000257,C01170,North,Basic,2024-10-06,2024-08-19,6313.22,68.0,N,Expired,Marketplace,INVALID,Renewal date earlier than signup date,Expired
S000258,C01182,,Enterprise,2025-05-19,2025-12-23,43871.1,152.0,N,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000259,C00323,North,Growth,2025-04-03,2025-07-30,40201.86,150.0,N,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S000260,C00170,West,Growth,2024-12-18,2025-06-03,67789.76,130.0,,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S000261,,West,Pro,2025-08-13,2025-07-29,51050.09,0.0,,Active,Website,INVALID,Missing customer_id; Renewal date earlier than signup date,Active
S000262,C00146,,Enterprise,2024-11-06,2025-02-16,72257.18,142.0,Y,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S000263,C00764,East,Growth,2025-08-28,2026-07-31,44758.47,0.0,N,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S000264,C01421,South,Basic,2024-09-25,2024-12-05,54344.83,0.0,Y,Trial,Website,VALID,No issues detected,Trial
S000265,C00254,Central,,2025-08-18,2026-07-27,48235.39,2.0,Y,,Website,SUSPICIOUS,Missing subscription_status,Nan
S000266,C01240,,Basic,2024-07-22,2025-07-22,52583.04,20.0,,,Website,SUSPICIOUS,Missing subscription_status,Nan
S000267,C01430,East,Basic,2024-10-07,2025-04-19,39560.43,-6.0,,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S000268,C01241,South,Pro,2025-07-30,2025-08-29,37486.66,120.0,Y,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S000269,C00736,East,Enterprise,2025-07-30,,74076.01,0.0,,Active,Inside Sales,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
,C00937,,Basic,2025-06-25,2026-01-13,69143.94,55.0,,Trial,Inside Sales,INVALID,Missing subscription_id,Trial
S000271,C00952,,Enterprise,2025-11-15,2026-09-07,43621.16,0.0,N,Expired,Inside Sales,VALID,No issues detected,Expired
S000272,C00172,,Enterprise,2025-04-24,2025-11-08,13587.28,0.0,Y,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S000273,C00535,North,,2025-05-04,2026-03-20,2825.15,0.0,Y,Trial,Inside Sales,VALID,No issues detected,Trial
,C01540,,Basic,2025-09-14,2025-10-05,31563.91,128.0,,Cancelled,Website,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Cancelled
,C01656,North,Pro,2025-10-02,,40680.96,-17.0,Y,Active,Website,INVALID,Missing subscription_id; Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S000276,C00379,Central,Growth,2024-06-26,2025-07-28,6744.08,0.0,,Cancelled,,VALID,No issues detected,Cancelled
S000277,C01514,West,,2024-03-17,2024-11-07,2272.43,-9.0,,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000278,C00210,South,Pro,2024-10-20,2025-06-04,60497.26,0.0,Y,Active,,VALID,No issues detected,Active
S000279,,East,Basic,2025-08-03,,1191.27,0.0,,,,INVALID,Missing customer_id; Missing subscription_status,Nan
S000280,C00671,East,,2024-02-28,2024-11-29,8823.36,15.0,N,Trial,Marketplace,VALID,No issues detected,Trial
S000281,C01773,,Pro,2025-07-03,,34358.29,65.0,,Expired,Website,VALID,No issues detected,Expired
S000282,C00890,East,Basic,2024-12-20,2025-05-04,64161.68,8.0,N,Trial,,VALID,No issues detected,Trial
S000283,C00837,South,Growth,2025-11-09,2026-01-22,45241.31,0.0,Y,Trial,Partner,VALID,No issues detected,Trial
S000284,C01543,North,Enterprise,2024-04-10,2024-11-06,48496.0,44.0,Y,Cancelled,,VALID,No issues detected,Cancelled
S000285,C01536,,,2024-01-24,2024-04-03,41623.8,-25.0,,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range,Active
S000286,C00292,North,Pro,2025-11-13,2026-12-22,35091.71,0.0,Y,,Website,SUSPICIOUS,Missing subscription_status,Nan
S000287,C01467,West,Enterprise,2024-10-12,,34997.18,-28.0,N,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S000288,C01075,West,Basic,2024-11-08,2025-09-01,25419.78,148.0,N,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000289,C00483,Central,Pro,2025-01-05,2025-04-29,52062.48,140.0,N,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000290,C00771,East,Growth,2024-03-23,2024-08-29,-36396.83,0.0,N,Trial,Marketplace,INVALID,Negative monthly_fee,Trial
S000291,C00078,North,Enterprise,2025-10-09,2026-01-12,72972.77,-29.0,,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S000292,,Central,,2024-12-08,2025-06-21,20770.95,5.0,Y,Cancelled,Marketplace,INVALID,Missing customer_id,Cancelled
S000293,C00941,Central,Enterprise,2025-09-02,2025-10-26,10919.33,135.0,Y,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
,C00630,East,Enterprise,2024-04-05,2024-07-05,21716.18,5.0,Y,Trial,Inside Sales,INVALID,Missing subscription_id,Trial
S000295,C00194,Central,Pro,2024-01-18,2024-05-07,7630.11,0.0,N,Trial,,VALID,No issues detected,Trial
S000296,C00329,West,Pro,2025-07-12,2025-10-20,18831.85,110.0,Y,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S000297,C00005,East,Growth,2024-11-05,2024-12-07,32482.22,-14.0,Y,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S000298,C00026,West,Pro,2024-04-27,2024-09-12,78253.32,65.0,,Expired,Marketplace,VALID,No issues detected,Expired
S000299,C00417,Central,Growth,2025-01-20,,37237.32,0.0,N,Cancelled,Website,VALID,No issues detected,Cancelled
S000300,C01462,West,Basic,2025-07-22,,44090.83,0.0,Y,Cancelled,,VALID,No issues detected,Cancelled
S000301,C00212,West,,2025-06-11,2025-04-26,37908.44,-7.0,,Active,,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Active
S000302,,North,Pro,2024-12-10,2025-09-23,21322.48,40.0,Y,Cancelled,Website,INVALID,Missing customer_id,Cancelled
S000303,C00721,East,Basic,2025-11-15,2026-05-14,35261.25,-24.0,Y,Active,,INVALID,Discount_pct outside 0-100 range,Active
,C00947,,Enterprise,2025-04-10,2025-05-01,8207.1,53.0,,Active,Inside Sales,INVALID,Missing subscription_id,Active
S000305,C00530,North,Pro,2024-11-01,,17941.31,29.0,Y,Trial,Partner,VALID,No issues detected,Trial
S000306,C01606,Central,Growth,2024-07-11,2024-11-01,32826.07,-13.0,,Active,Website,INVALID,Discount_pct outside 0-100 range,Active
S000307,C00514,Central,Basic,2024-12-12,2025-09-23,51762.35,159.0,N,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000308,C00134,Central,Basic,2025-07-11,2025-11-29,6671.38,12.0,Y,Trial,,VALID,No issues detected,Trial
S000309,C01757,,Pro,2024-08-18,2024-10-11,71508.36,0.0,,,,SUSPICIOUS,Missing subscription_status,Nan
S000310,C01054,East,,2024-08-24,2024-10-26,-70966.03,132.0,,Trial,Website,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Trial
S000311,C01532,Central,,2025-10-02,,44761.18,0.0,,Trial,Website,VALID,No issues detected,Trial
S000312,C01299,Central,Pro,2024-07-15,2024-07-12,20124.16,148.0,Y,Expired,Website,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Expired
S000313,C01069,East,Growth,2025-04-25,,36925.04,-14.0,N,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S000314,C01307,East,Growth,2025-02-03,2025-11-22,48803.03,150.0,,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000315,C01392,East,Basic,2024-06-20,2025-05-06,72272.7,0.0,N,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S000316,C00167,South,Growth,2025-10-25,,76875.43,-5.0,N,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S000317,,Central,Pro,2024-07-07,2025-01-21,35847.0,114.0,,Trial,Website,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Trial
S000318,C00510,,Pro,2025-11-14,2026-09-16,29931.42,38.0,,,,SUSPICIOUS,Missing subscription_status,Nan
S000319,C00047,,Enterprise,2024-11-12,2025-11-16,18695.86,0.0,N,Trial,Website,VALID,No issues detected,Trial
S000320,C01646,East,,2025-08-09,2026-05-23,39750.4,54.0,N,Active,Marketplace,VALID,No issues detected,Active
S000321,C00303,,Growth,2024-03-18,,28537.67,129.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S000322,C00040,,Enterprise,2025-01-15,2025-10-02,72065.54,101.0,N,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000323,C00586,,,2025-01-07,2025-01-05,31787.92,0.0,Y,Active,Inside Sales,INVALID,Renewal date earlier than signup date,Active
S000324,C00117,South,Growth,2024-06-25,2025-04-29,77325.32,-19.0,,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000325,C00910,North,Enterprise,2024-06-27,2024-10-08,65408.19,-6.0,Y,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S000326,,Central,Growth,2025-04-03,,79394.94,-29.0,,Cancelled,Marketplace,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Cancelled
S000327,C00020,East,Enterprise,2024-11-13,,56648.09,-9.0,N,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S000328,C01094,West,Enterprise,2024-12-25,,,-7.0,,,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000329,C00921,West,Enterprise,2025-01-12,2025-03-11,66439.34,-10.0,Y,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S000330,C01672,North,Pro,2024-01-24,,5327.64,-6.0,,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000331,C01651,South,Basic,2025-03-19,2025-07-07,51773.85,0.0,,Active,Marketplace,VALID,No issues detected,Active
S000332,C01787,West,Growth,2024-05-23,2025-03-24,8197.51,43.0,Y,Expired,Website,VALID,No issues detected,Expired
S000333,C01145,North,Pro,2025-07-19,,49817.69,5.0,Y,Expired,Website,VALID,No issues detected,Expired
S000334,C00704,Central,Growth,2025-06-12,2025-08-07,15267.49,108.0,Y,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S000335,C00575,North,Growth,2024-10-20,2025-01-01,-77884.78,64.0,Y,Cancelled,Website,INVALID,Negative monthly_fee,Cancelled
S000336,C01324,Central,,2024-02-01,2024-07-13,,0.0,,Expired,Inside Sales,SUSPICIOUS,Missing monthly_fee,Expired
S000337,C00082,South,Enterprise,2025-02-01,2026-03-04,,111.0,Y,Trial,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Trial
S000338,C01453,Central,Pro,2024-05-18,2025-05-20,,0.0,N,Active,Marketplace,SUSPICIOUS,Missing monthly_fee,Active
S000339,C01498,East,Growth,2025-12-01,2026-01-06,57541.93,0.0,N,Trial,,VALID,No issues detected,Trial
S000340,C01155,North,Pro,2025-04-15,2026-02-24,74172.71,-9.0,,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000341,C00153,,Pro,2025-09-03,2026-10-12,42894.82,124.0,,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S000342,C01426,West,Basic,2025-01-12,2025-07-27,,109.0,Y,Cancelled,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S000343,C00138,,Pro,2024-05-22,2024-12-25,43746.15,0.0,,Active,Partner,VALID,No issues detected,Active
S000344,C01326,West,Basic,2024-12-24,2024-11-11,27854.3,-9.0,,Trial,Partner,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
S000345,C01611,West,,2024-11-19,2025-06-04,32162.29,131.0,N,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S000346,C01668,West,,2025-07-09,2026-06-03,10855.2,39.0,Y,Trial,,VALID,No issues detected,Trial
S000347,C01188,East,Growth,2024-06-24,2025-05-18,-24692.54,55.0,,Cancelled,Website,INVALID,Negative monthly_fee,Cancelled
S000348,C01741,South,Pro,2025-11-09,2026-04-26,31006.44,133.0,N,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S000349,C00686,,Pro,2024-03-24,2024-07-08,28853.54,-23.0,Y,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000350,C01024,,Pro,2025-03-17,2025-12-28,29892.36,159.0,,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000351,,West,Growth,2024-11-11,2025-06-04,,-24.0,,,Marketplace,INVALID,Missing customer_id; Missing monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S000352,C01364,South,Basic,2025-09-01,2025-09-18,69221.69,-5.0,Y,Active,Marketplace,INVALID,Discount_pct outside 0-100 range,Active
S000353,C01174,,Enterprise,2024-10-15,2024-12-16,47878.24,-6.0,,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S000354,,Central,Pro,2025-03-24,2026-04-24,45108.52,42.0,Y,Cancelled,,INVALID,Missing customer_id,Cancelled
,C00891,South,Enterprise,2025-07-13,2026-05-10,53561.51,0.0,Y,Cancelled,,INVALID,Missing subscription_id,Cancelled
S000356,C00650,East,Pro,2024-04-14,2025-01-13,18313.45,59.0,Y,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
